Comments,Processed Comments
"well, you can say na galing sila sa UP ok, pero ilan ba graduates ng UP as compared sa dami ng sumaling NPA na graduate ng UP?
May point is, bakit gegeneralize nio na lahat ng UP graduate e NPA o rebelde o aktibista when in fact, mas marami ang di naman sumasali sa mga NPA or whatnot group

to think of it, karamihan sa mga managers or managerial positions ng private and public firms, UP graduate. lalo na public service.","['well', 'you can say na galing sila sa UP ok', 'pero ilan ba graduates ng UP as compared sa dami ng sumaling NPA na graduate ng UP?', 'May point is', 'bakit gegeneralize nio na lahat ng UP graduate e NPA o rebelde o aktibista when in fact', 'mas marami ang di naman sumasali sa mga NPA or whatnot group', 'to think of it', 'karamihan sa mga managers or managerial positions ng private and public firms', 'UP graduate.', 'lalo na public service.']"
"syempre, sino ba may pake sa magsasakang namatay na lumalaban para sa lupa nila? MALAMANG ANG IBABALITA YUNG MGA UP OR MGA ISKOLAR PARA SIRAAN ANG MGA TAO","['syempre', 'sino ba may pake sa magsasakang namatay na lumalaban para sa lupa nila?', 'MALAMANG ANG IBABALITA YUNG MGA UP OR MGA ISKOLAR PARA SIRAAN ANG MGA TAO']"
Sa sobrang broke ng mga incel na to pati patay pinaglilibugan ih,['Sa sobrang broke ng mga incel na to pati patay pinaglilibugan ih']
P*T**NA HAHAHAHAHAHAHHAAHAHHAAA CASTING COUCH NOW FERTILIZER LATER 🤣🤣,"['P*TNA HAHAHAHAHAHAHHAAHAHHAAA', 'CASTING COUCH NOW FERTILIZER LATER 🤣🤣']"
"bagong brand na ng corned beef yan ah ""Maki-baka""","['bagong brand na ng corned beef yan ah ""Maki-baka""']"
sunod ka na din dun dala ka armas ah,['sunod ka na din dun dala ka armas ah']
akala nila simpleng airsoft war games lang.. 😥,['akala nila simpleng airsoft war games lang.. 😥']
excluded paano NASA Grupo sya pàg operation ng army kaya na corned beef sya dahil alam nya na may operaston ang military bakit di sila umalis bobo ka man guro,"['excluded paano NASA Grupo sya pàg operation ng army kaya na corned beef sya dahil alam nya na may operaston ang military', 'bakit di sila umalis bobo ka man guro']"
baka akala mo hindi naka full gear combatant mga NPA na nirecruit,['baka akala mo hindi naka full gear combatant mga NPA na nirecruit']
"bobo ka talaga eh no. apaka-inutil mong kupal ka. dapat sa mga katulad mo, hindi na dapat gumagamit ng social media platforms eh. respeto na nga lang kaya mong ibigay sa namatay, hindi mo pa magawang tarantado ka. tingnan lang natin kung matuwa ka pa kung mangyari 'yan sa mga anak.","['bobo ka talaga eh no.', 'apaka-inutil mong kupal ka.', 'dapat sa mga katulad mo', 'hindi na dapat gumagamit ng social media platforms eh.', 'respeto na nga lang kaya mong ibigay sa namatay', 'hindi mo pa magawang tarantado ka.', 'tingnan lang natin kung matuwa ka pa kung mangyari \'yan sa mga anak.']"
"lol mahina ka rin puro tiktok ka lang yata eh, manood ka ng mga videos ni Dennis Eclarin para naman aware ka! Kung anong mangyayari sayo pag namundok ka","['lol mahina ka rin puro tiktok ka lang yata eh', 'manood ka ng mga videos ni Dennis Eclarin para naman aware ka!', 'Kung anong mangyayari sayo pag namundok ka']"
dapat ipasara ang up at ikulong kasuhan yang mga recruiters na yan,['dapat ipasara ang up at ikulong kasuhan yang mga recruiters na yan']
Kain + Tulog + Computer = LIFE wala namang isisira kung sira na MIsmo sa umpisa plng Ang imahe Ng up sa pg breed Ng mga communist at activist,"['Kain + Tulog + Computer = LIFE', 'wala namang isisira kung sira na MIsmo sa umpisa plng Ang imahe Ng up sa pg breed Ng mga communist at activist']"
"ewan ko sa mga namumundok. kung anong plano nila sa buhay nila. kung mamundok sila at sumali sa NPA, wala kaming pake. pero di tama na igeneralize nio ang buong UP campus dun. besides, di lang naman UP ang my gnyan e. maraming schools ang my ganyan. paano ung mga graduates ng UP, NPA dn ba sila? sa supreme court lang e, karamihan dun mga UP graduates, NPA dn ba sila?","['ewan ko sa mga namumundok.', 'kung anong plano nila sa buhay nila.', 'kung mamundok sila at sumali sa NPA', 'wala kaming pake.', 'pero di tama na igeneralize nio ang buong UP campus dun.', 'besides', 'di lang naman UP ang my gnyan e.', 'maraming schools ang my ganyan.', 'paano ung mga graduates ng UP', 'NPA dn ba sila?', 'sa supreme court lang e', 'karamihan dun mga UP graduates', 'NPA dn ba sila?']"
o ano ba ginawa Ng school na up para pigilan Ang pg dami Ng mga activista at rebelde na Galing sa institution nila? Kesa I condemn Ang mga communista ung kinocondemn Ang afp na gnagawa lng nmn Ng sandatahang pilipinas Ang tungkulin nila.,"['o ano ba ginawa Ng school na up para pigilan Ang pg dami Ng mga activista at rebelde na Galing sa institution nila?', 'Kesa I condemn Ang mga communista ung kinocondemn Ang afp na gnagawa lng nmn Ng sandatahang pilipinas Ang tungkulin nila.']"
"well, kung di ka tga UP di mo tlga alam. pero di nangingialam ang UP sa mga layunin ng mga estudyante, kung gusto mo mamundok, edi mamundok ka, kung gusto mo magtapos at maing successful sa buhay, edi magging successful ka.  di kami sinasakal sa kung ano ang dapat naming gawin sa buhay. alam mo mgnda dun? karamihan sa mga managerial na positions sa gobyerno, mga UP graduate. karamihan sa mga Hukop, UP graduate. Mga researchers, UP graduate. naging NPA ba sila? 

if hindi, i rest my case.","['well', 'kung di ka tga UP di mo tlga alam.', 'pero di nangingialam ang UP sa mga layunin ng mga estudyante', 'kung gusto mo mamundok', 'edi mamundok ka', 'kung gusto mo magtapos at maing successful sa buhay', 'edi magging successful ka.', 'di kami sinasakal sa kung ano ang dapat naming gawin sa buhay.', 'alam mo mgnda dun?', 'karamihan sa mga managerial na positions sa gobyerno', 'mga UP graduate.', 'karamihan sa mga Hukop', 'UP graduate.', 'Mga researchers', 'UP graduate.', 'naging NPA ba sila?', 'if hindi', 'i rest my case.']"
"dahil yun lang ang nababalita o binabalita. May mga kilala ako sa college days na sumali ng LFS at naging NPA na kalaunan. Ilan sa kanila patay na dahil din sa engkuwentro laban sa militar,  pero dahil hindi naman kilala at galing din sa hindi promeninteng university sa probinsya, hindi nabibigyan ng pansin.","['dahil yun lang ang nababalita o binabalita.', 'May mga kilala ako sa college days na sumali ng LFS at naging NPA na kalaunan.', 'Ilan sa kanila patay na dahil din sa engkuwentro laban sa militar', 'pero dahil hindi naman kilala at galing din sa hindi promeninteng university sa probinsya', 'hindi nabibigyan ng pansin.']"
FYI DIN YUNG 1 Percent NA SINASABE ALAM MUBA GANO KALAKING PERA YAN HAHAHA,['FYI DIN YUNG 1 Percent NA SINASABE ALAM MUBA GANO KALAKING PERA YAN HAHAHA']
"never pa ako nakarinig ng ibang University na namatay or nahuli sa encounter sa NPA, since birth lagi talaga UP Diliman at kabataan partylist 🤣","['never pa ako nakarinig ng ibang University na namatay or nahuli sa encounter sa NPA', 'since birth lagi talaga UP Diliman at kabataan partylist 🤣']"
"ano pinagsasasabi mo, ung nakaraang nakulong sa Mindoro sa DSLU Benilde un. imagine Benilde un ah. yung mga nakabakbakan din sa mindoro mga PUP. palibhasa, selective kayo sa Balita, pag my NPA, UP agad. tska babalik tayo sa una kong argument, bakit karamihan sa mga high end positions ng gobyerno mga UP graduate? mga dating senador UP graudate? mga hukom UP graduate? dun ka lang kasi nakatingin sa 1% e","['ano pinagsasasabi mo', 'ung nakaraang nakulong sa Mindoro sa DSLU Benilde un.', 'imagine Benilde un ah.', 'yung mga nakabakbakan din sa mindoro mga PUP.', 'palibhasa', 'selective kayo sa Balita', 'pag my NPA', 'UP agad.', 'tska babalik tayo sa una kong argument', 'bakit karamihan sa mga high end positions ng gobyerno mga UP graduate?', 'mga dating senador UP graudate?', 'mga hukom UP graduate?', 'dun ka lang kasi nakatingin sa 1% e']"
Brainwashed pa more corn beef later 🤣🤣,['Brainwashed pa more corn beef later 🤣🤣']
"anu yun, iilag ba yung bala kasi alam nung bala na non-combatant ka? Yung tao na may katawan at isip, dapat yun iiwas sa disgrasya.. Panong isang 1st year student eh nakikipamuhay sa sakahan? Kung anak ko yan, di bale nang mabugbog ko yan, wag lang makasama sa ganyang mga grupo.. Non-sense eh, 1st year student, may emersion agad, tapos ang course walang kinalaman sa agriculture or environment..","['anu yun', 'iilag ba yung bala kasi alam nung bala na non-combatant ka?', 'Yung tao na may katawan at isip', 'dapat yun iiwas sa disgrasya..', 'Panong isang 1st year student eh nakikipamuhay sa sakahan?', 'Kung anak ko yan', 'di bale nang mabugbog ko yan', 'wag lang makasama sa ganyang mga grupo..', 'Non-sense eh', '1st year student', 'may emersion agad', 'tapos ang course walang kinalaman sa agriculture or environment..']"
may wall hack kaya Naman na nakafull gear,['may wall hack kaya Naman na nakafull gear']
combatant alam nman natin na wlang ganyan sa Npeyys lahat yan combatant handa at willing magbuwis ng buhay un nga lng wlang kwenta pgkamatay nila.,"['combatant alam nman natin na wlang ganyan sa Npeyys', 'lahat yan combatant handa at willing magbuwis ng buhay un nga lng wlang kwenta pgkamatay nila.']"
nabembang na ni kumander yan saka ibang cadre.,['nabembang na ni kumander yan saka ibang cadre.']
nakasama c kumander maging corned beef nyan eh hahaha sa ilalim ng lupa na cla mag enjoy haha,"['nakasama c kumander maging corned beef nyan eh hahaha', 'sa ilalim ng lupa na cla mag enjoy haha']"
had the same thought dahil sa pic na ginamit,['had the same thought dahil sa pic na ginamit']
"ExcRoze ExcRoze kung manyak ang kumander nila, mas manyak kayo kasi ginagantungan niyo pa, tama? Inoobjectify nyo pa lalo ang mga babae. Kung meron mang kumander paki lapag","[' kung manyak ang kumander nila', 'mas manyak kayo kasi ginagantungan niyo pa', 'tama?', 'Inoobjectify nyo pa lalo ang mga babae.', 'Kung meron mang kumander paki lapag']"
"alam mo naman dds puro kabastusan alam nyan, kaya nga noong finingger ni duterte yung katulong tuwang tuwa sila. Saka yung si duterte daw dapat mauna sa australian na narape.","['alam mo naman dds puro kabastusan alam nyan', 'kaya nga noong finingger ni duterte yung katulong tuwang tuwa sila.', 'Saka yung si duterte daw dapat mauna sa australian na narape.']"
e yung finifingger ni dutae yung katulong? Saka yung sya mauuna sa australian na narape? Pati si quiboloy na minolestiya yung mga tao sa kojc? Huwag mong sabihin na yan e gawa gawa naman?,"['e yung finifingger ni dutae yung katulong?', 'Saka yung sya mauuna sa australian na narape?', 'Pati si quiboloy na minolestiya yung mga tao sa kojc?', 'Huwag mong sabihin na yan e gawa gawa naman?']"
nagalit na Isang myembro,['nagalit na Isang myembro']
"sorry na and good job 🥰 taga UP ka? Mag aral ka mabuti wag kana gumaya sa mga sumasali sa NPA, wag ka ma stress sa mga comments dahil opinion ko nlng yan, just do good, give results at someday mababago rin ang tingin ng mga tax payers na tulad ko sa mga schoolar ng UP Diliman","['sorry na and good job 🥰 taga UP ka?', 'Mag aral ka mabuti wag kana gumaya sa mga sumasali sa NPA', 'wag ka ma stress sa mga comments dahil opinion ko nlng yan', 'just do good', 'give results at someday mababago rin ang tingin ng mga tax payers na tulad ko sa mga schoolar ng UP Diliman']"
"magaral? matagal na akong graduate. FYI din pala, di lahat ng studyante ng UP, galing sa tax payer. my mga group lang mga studyente, marami dun pag above threshold ung family salary bracket mo babayaran mo prn ung full tuition.","['magaral?', 'matagal na akong graduate.', 'FYI din pala', 'di lahat ng studyante ng UP', 'galing sa tax payer.', 'my mga group lang mga studyente', 'marami dun pag above threshold ung family salary bracket mo babayaran mo prn ung full tuition.']"
"Erwin Libres-Mijares Vergara uy ilang taon na ako sa UP wala naman sakin nagrerecruit, watch your words haha","['Erwin Libres-Mijares Vergara uy ilang taon na ako sa UP wala naman sakin nagrerecruit', 'watch your words haha']"
"gagu kung walang nagtatanggol sa karapatan nyo lalong lugmok ang Pinas. ilang taon na ako sa UP walang nagrerecruit sakin, saka wala akong balak sumali sa NPA mahal ko buhay ko noh haha. Ang tama is ipaglaban ang karapatan natin Pilipino, walang masama ang mag welga at ipaglaban ang tama o rights, ang mali eh sumali sa NPA gets,  gets?","['gagu kung walang nagtatanggol sa karapatan nyo lalong lugmok ang Pinas.', 'ilang taon na ako sa UP walang nagrerecruit sakin', 'saka wala akong balak sumali sa NPA mahal ko buhay ko noh haha.', 'Ang tama is ipaglaban ang karapatan natin Pilipino', 'walang masama ang mag welga at ipaglaban ang tama o rights', 'ang mali eh sumali sa NPA gets', 'gets?']"
paki ko sa upcat upcat na yn? Cno bh gsto pumasok sa school Ng NPA. Ikaw lng at Ang mga bobo mong wokies,"['paki ko sa upcat upcat na yn?', 'Cno bh gsto pumasok sa school Ng NPA.', 'Ikaw lng at Ang mga bobo mong wokies']"
ۦۦ ۦۦ ۦۦ ۦۦ broke pa Ang gusto. Hahaha please mag research ka kung Anu ginagawa Ng mga guerilla front commander sa mga bagong recruit Ng npa. Na babae Lalo na kung maitsura nakakaawa.,"['ۦۦ ۦۦ ۦۦ ۦۦ broke pa Ang gusto.', 'Hahaha please mag research ka kung Anu ginagawa Ng mga guerilla front commander sa mga bagong recruit Ng npa.', 'Na babae Lalo na kung maitsura nakakaawa.']"
paldong paldo si kumander hahah sulit na sulit daw magpapapak sa lamok may inaakyat namn daw na mga fresh meat palagi e hahahahah,"['paldong paldo si kumander hahah', 'sulit na sulit daw magpapapak sa lamok may inaakyat namn daw na mga fresh meat palagi e hahahahah']"
Pano niyo nalaman na may ginagawang ganyan ang mga commander? Kaanib kayo? 🤣 Or same kayo ng manyak mindset?,"['Pano niyo nalaman na may ginagawang ganyan ang mga commander?', 'Kaanib kayo? 🤣', 'Or same kayo ng manyak mindset?']"
"Pag sinabi siguro sa internet na kumain ka tae kakain ka din. Tsaka hindi siya NPA, its either sumama siya sa mga members for immersion or research sa mga nangyayare sa mga magsasaka ng Negros.","['Pag sinabi siguro sa internet na kumain ka tae kakain ka din.', 'Tsaka hindi siya NPA', 'its either sumama siya sa mga members for immersion or research sa mga nangyayare sa mga magsasaka ng Negros.']"
lost film na yan,['lost film na yan']
ۦۦ ۦۦ ۦۦ ۦۦ research ng walang military escort sa area na puro rebeldeng communista? Sus hahahahah,"['ۦۦ ۦۦ ۦۦ ۦۦ research ng walang military escort sa area na puro rebeldeng communista?', 'Sus hahahahah']"
mumurahin na sana kita pero tang ina mo parin matulog ng maaga bawasan kaka laro ng online games huh 🤣🤣🤣🤣,"['mumurahin na sana kita pero tang ina mo parin', 'matulog ng maaga bawasan kaka laro ng online games huh 🤣🤣🤣🤣']"
bat Ano ba pinag lalaban ng mga NPA na komunista Pano Tayo maging gaya ng China North Korea Russia  its not make sense nasa democrats country na tayo just live a peaceful life.,"['bat Ano ba pinag lalaban ng mga NPA na komunista', 'Pano Tayo maging gaya ng China North Korea Russia', 'its not make sense nasa democrats country na tayo just live a peaceful life.']"
walang coordination sa LGU sa NPA-infested na territory?,['walang coordination sa LGU sa NPA-infested na territory?']
nanggigigil ako sayo…mabatokan na talaga kita,['nanggigigil ako sayo…mabatokan na talaga kita']
ayun na tikoy tuloy sa aobrang mulat pumikit bigla.,['ayun na tikoy tuloy sa aobrang mulat pumikit bigla.']
"Lar aba ang Linis ah.. Sasabihin niyo Inioobjectify kayu pero kung Manamit kayu Halos Kita na Kaluluwa niyo.. ano Feminism!? Ulol dun ka sa Western! Puta Landi rin naman.. Kay Cummander sa NPA
Wala Pinilili Basta Kadyot Agad...

Ka Edukadang Babae Madaling MaBrainwash, Weak!","['Lar aba ang Linis ah..', 'Sasabihin niyo Inioobjectify kayu pero kung Manamit kayu Halos Kita na Kaluluwa niyo..', 'ano Feminism!?', 'Ulol dun ka sa Western!', 'Puta Landi rin naman..', 'Kay Cummander sa NPA Wala Pinilili Basta Kadyot Agad...', 'Ka Edukadang Babae Madaling MaBrainwash', 'Weak!']"
yung bakla! Sanay na sanay chumupa. Wahaha,"['yung bakla!', 'Sanay na sanay chumupa.', 'Wahaha']"
marami wag na ideny,['marami wag na ideny']
uy andino na naman ang bading na tagapag tanggol ng mga terrorirsta. At least di naging parausa ng kumander hahaha,"['uy andino na naman ang bading na tagapag tanggol ng mga terrorirsta.', 'At least di naging parausa ng kumander hahaha']"
